log_pct_unbound,canonical_smiles
1.953807997665307,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1
1.953807997665307,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
1.947384701684741,COc1nc(C)nc(Cl)c1NC1=NCCN1
1.9361114316748542,Cn1c(=O)c2c(ncn2C)n(C)c1=O
1.9333354100776512,O=P1(N(CCCl)CCCl)NCCCO1
1.9176105257498672,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
1.9158745028576916,O=C(O)c1cc(O)cc(O)c1
1.9104109399146882,Cn1ccnc1S
1.898560644939712,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21
1.8921502779013641,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
1.8899736384039962,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
1.8899736384039962,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
1.8876735524544475,CCNC(=O)[C@H]1C[C@@](F)(c2ccc(CN3CCCC3)c(F)c2)C1
1.885417765110936,COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1
1.885417765110936,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
1.880642126404285,CCC1(C2=NCCN2)Cc2ccccc2O1
1.8681152053272172,CO[C@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1cc2c(cn1)OCCO2
1.8654593226619647,N#Cc1ccc2ccc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1
1.8515640822634885,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
1.8457180179666586,Cc1cc(=O)n(-c2ccccc2)n1C
1.8457180179666586,CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(OC)c1OC
1.8365139988906714,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
