log_pct_unbound,canonical_smiles
1.953807997665307,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1
1.9318645134920318,Cn1c(=O)c2c(ncn2C)n(C)c1=O
1.9318645134920318,Cc1cc(=O)n(-c2ccccc2)n1C
1.9303886182443217,Cn1c(=O)c2[nH]cnc2n(C)c1=O
1.9192873405043827,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccccc34)sc21
1.914078585389112,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
1.9066043717249803,CCNC(=O)[C@H]1C[C@@](F)(c2ccc(CN3CCCC3)c(F)c2)C1
1.9066043717249803,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12
1.8964711004792771,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
1.8876735524544475,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
1.87069645798925,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
1.87069645798925,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
1.8600383898071935,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
1.8515640822634885,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
1.8365139988906714,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
1.8301393874253427,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O
1.8167714123333465,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C
1.7989267385772014,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1
1.7875313161272344,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
1.7836892363473165,N#Cc1ccc2ccc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1
