log_pct_unbound,canonical_smiles
1.948510768837657,CC(C)(C(=O)c1cccnc1)c1cccnc1
1.941362335711761,CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CN
1.9333354100776512,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
1.9289076902439528,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1
1.9104109399146882,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
1.9085386321719595,Cn1ccnc1S
1.9066043717249803,Cc1cc(=O)n(-c2ccccc2)n1C
1.9046614579155245,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21
1.9026554752179259,O=P1(N(CCCl)CCCl)NCCCO1
1.898560644939712,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
1.8964711004792771,Cc1cc(C)nc(SCC(N)=O)n1
1.8921502779013641,COc1ccc(OC)c(C(O)CN)c1
1.8921502779013641,CC(C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)N1CCCCC1
1.8899736384039962,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3cncnc3)CCC1CC2)(c1ccccc1)N1CCCCC1
1.8876735524544475,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
1.8876735524544475,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
1.885417765110936,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
1.885417765110936,Cc1cc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)ccn1
1.880642126404285,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
1.878234468675044,Cn1c(=O)c2c(ncn2C)n(C)c1=O
1.8732624594387268,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1
1.8654593226619647,CC(=O)Nc1ccc(O)cc1
1.8627870982353443,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
1.8627870982353443,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC1=O
1.8600383898071935,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
1.8515640822634885,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
1.8457180179666586,CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1
1.8457180179666586,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
1.839603729470837,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
1.8333383889393977,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
1.8333383889393977,C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1
1.8301393874253427,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1
1.826851947820644,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)Cc2ccccc2)C1)C1CCCCC1
1.826851947820644,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
1.823539433656859,CSc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1
1.823539433656859,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
1.8202014594856402,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)c2ccccc2)C1)C1CCCCC1
1.8167714123333465,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
1.8167714123333465,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
1.8133140589458348,CCOc1ccc(NC(C)=O)cc1
1.8133140589458348,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC
1.8098289610678862,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
1.8098289610678862,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
1.8025684983139565,Cc1cccc(C)c1OCC(C)N
1.8025684983139565,Oc1ncc(NCc2ccccc2)c(O)n1
1.7989267385772014,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
1.7914099156671601,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
